Name,Address,Lat,Lon,Category,Reviews
El Chupacabra,"6711 Greenwood Ave N Phinney Ridge Seattle, WA 98103",47.6781409,-122.355682,mexican,499
Agua Verde Cafe & Paddle Club,"1303 NE Boat St University District Seattle, WA 98105",47.6515761,-122.314368,mexican,678
El Kiosko,"526 S 2nd St Renton, WA 98057",47.4814167,-122.2093603,mexican,65
Blue Water Taco Grill,"515 Queen Anne Ave N Lower Queen Anne Seattle, WA 98109",47.6237933,-122.3570157,mexican,174
Taqueria El Rinconsito,"4619 NE Sunset Blvd Renton, WA 98059",47.5049868,-122.1576797,mexican,92
Rosita's Mexican Grill,"7210 Woodlawn Ave NE Greenlake Seattle, WA 98115",47.6808516,-122.3246156,mexican,239
Taqueria El Rinconsito,"15101 Ambaum Blvd SW Burien, WA 98166",47.4674351,-122.3458373,mexican,90
Tenoch Mexican Grill,"208 5th Ave S International District Seattle, WA 98104",47.600553,-122.3273018,mexican,64
Puerto Bonito,"630 NW Richmond Beach Rd Shoreline, WA 98177",47.7651126,-122.3646634,mexican,41
Little Water Cantina,"2865 Eastlake Ave E Eastlake Seattle, WA 98102",47.6472203,-122.3249937,mexican,275
Taqueria's Los Amigos,"20800 Aurora Ave N Shoreline, WA 98133",47.7777985,-122.3461102,mexican,33
Tapatio Mexican Grill,"6920 Coal Creek Pkwy SE Newcastle, WA 98059",47.5396967,-122.1645818,mexican,103
Mi Tierra,"13400 NE 175th St Woodinville, WA 98072",47.7550391,-122.1606059,mexican,143
The Matador,"2221 NW Market St Ballard Seattle, WA 98107",47.6686652,-122.3857487,mexican,508
The Saint,"1416 E Olive Way Capitol Hill Seattle, WA 98122",47.6175911,-122.3265902,mexican,348
Beloved Mexico,"4721 Fauntleroy Way SW Fairmount Park Seattle, WA 98126",47.5606698,-122.381492,mexican,75
Ooba Tooba Mex Grill,"17302 140th Ave NE Woodinville, WA 98072",47.7531188,-122.1520629,mexican,88
El Naranjo,"7200 Aurora Ave N Greenlake Seattle, WA 98109",47.681682,-122.3440427,mexican,29
Pecado Bueno,"4523 California Ave SW Junction Seattle, WA 98116",47.5622053,-122.3872115,mexican,88
Ooba Tooba Mex Grill,"12821 SE 38th St Bellevue, WA 98006",47.5758603,-122.1681874,mexican,57
Mission,"2325 California Ave SW Admiral Seattle, WA 98127",47.5822393,-122.3867944,mexican,236
Mama's Mexican Kitchen,"2234 2nd Ave Belltown Seattle, WA 98121",47.6141439,-122.3451837,mexican,566
Torero's Mexican Restaurants,"920 N 10th St Ste R Renton, WA 98057",47.4983056,-122.202867,mexican,101
Casa Rojas Mexican Restaurant and Cantina,"403 Madison Ave N Ste 100 Bainbridge Island, WA 98110",47.6273011,-122.5215371,mexican,33
Mexico Cantina y Cocina,"Pacific Place Center 600 Pine St, 4th Fl Downtown Seattle, WA 98101",47.6084921,-122.336407,mexican,297
The Matador,"4546 California Ave SW Junction Seattle, WA 98116",47.561475,-122.386385,mexican,356
Salvadorean Bakery & Restaurant,"1719 SW Roxbury St White Center Seattle, WA 98106",47.5171417,-122.3572661,mexican,157
Tropicos Breeze,"9710 Aurora Ave N Lichton Springs Seattle, WA 98103",47.6999872,-122.344513,mexican,147
Guanaco's Tacos Pupuseria,"4106 Brooklyn Ave NE Ste 102A University District Seattle, WA 98105",47.657144,-122.314045,mexican,211
Tiko Riko,"10410 Greenwood Ave N Ste B Greenwood Seattle, WA 98133",47.7048588,-122.3549209,mexican,132
Belen Pupuseria,"1833 Auburn Way N Auburn, WA 98002",47.3242811,-122.2227044,mexican,46
Mi Chalateca,"33427 Pacific Hwy S Federal Way, WA 98003",47.3017813,-122.3142104,mexican,32
Salva Mex,"15019 Ambaum Blvd SW Burien, WA 98166",47.4679865,-122.3460889,mexican,7
Tacos Maria / Tacos Patzcuaro,"8303 Martin Luther King Jr Way S Rainier Beach Seattle, WA 98118",47.5287092,-122.2805825,mexican,8
El Salvador Pupuseria Tita's,"26026 Pacific Hwy S Kent, WA 98032",47.3683621,-122.3038354,mexican,9
Nuevo Amanecer Pupuseria,"1519 132nd St SE Ste E Everett, WA 98208",47.8790898,-122.211624,mexican,2
Dakshin South Indian Bistro,"238 Park Ln Kirkland, WA 98033",47.6765711,-122.2040544,indian,128
Taste of India,"5517 Roosevelt Way NE University District Seattle, WA 98105",47.6690674,-122.317588,indian,837
Manraj Palace Cuisine of India,"13003 SE Kent Kangley Rd Ste 115 Kent, WA 98030",47.3573263,-122.1680434,indian,132
Maharaja Cuisine of India,"4542 California Ave SW Junction Seattle, WA 98116",47.5615943,-122.3865109,indian,243
Bombay House,"15100 SE 38th St Ste 305A Bellevue, WA 98006",47.5766562,-122.1385228,indian,103
Annapurna Cafe,"1833 Broadway Capitol Hill Seattle, WA 98122",47.6185548,-122.3211606,indian,488
Spice Route Cuisine of India,"The Pavillion 403 Madison Ave N Bainbridge Island, WA 98110",47.6273011,-122.5215371,indian,56
Indian Curry Palace,"17155 Southcenter Pkwy Tukwila, WA 98188",47.4498854,-122.262487,indian,133
Kanak Cuisine of India,"340 15th Ave Capitol Hill Seattle, WA 98112",47.621667,-122.312297,indian,58
Saffron Grill,"2132 N Northgate Way Haller Lake Seattle, WA 98133",47.708913,-122.332801,indian,536
Royal India Cuisine,"7531 196th St SW Lynnwood, WA 98036",47.8217219,-122.3353562,indian,150
Naan -N- Curry,"709 S 3rd St Renton, WA 98057",47.4794872,-122.2071852,indian,641
Kastoori Grill,"94 Stewart St Downtown Seattle, WA 98101",47.6101953,-122.3417312,indian,275
India Bistro,"6417 Roosevelt Way NE Ste 106 Roosevelt Seattle, WA 98115",47.6755764,-122.3175051,indian,224
Kanishka Cuisine of India,"16651 Redmond Way Redmond, WA 98052",47.6724413,-122.1177661,indian,311
India Bistro,"2301 NW Market St Ballard Seattle, WA 98107",47.6685132,-122.3863711,indian,232
Clay Oven,"17311 140th Ave NE Woodinville, WA 98072",47.7532492,-122.1535506,indian,132
Spice King,"720 Lind Ave SW Ste 102 Renton, WA 98057",47.4730732,-122.2227995,indian,200
Curries,"507 W Casino Rd Everett, WA 98204",47.9222133,-122.2408982,indian,139
Chutneys Queen Anne,"519 1st Ave N Lower Queen Anne Seattle, WA 98109",47.6238863,-122.3557863,indian,181
Travelers Thali House,"2524 Beacon Ave S Beacon Hill Seattle, WA 98144",47.5803541,-122.3127615,indian,169
Cedars on Brooklyn,"4759 Brooklyn Ave NE University District Seattle, WA 98105",47.664758,-122.314504,indian,541
Moghul Palace Indian Cuisine,"677 120th Ave NE Ste 7A Bellevue, WA 98005",47.6162158,-122.1806792,indian,143
Clay Pit,"Mill Creek Town Center 15418 Main St, Ste M 107 Mill Creek, WA 98012",47.8549557,-122.2220055,indian,408
Far Eats,"2301 5th Ave Ste 101 Belltown Seattle, WA 98121",47.6160651,-122.3435966,indian,102
East India Grill,"31845 Gateway Center Blvd S Federal Way, WA 98003",47.3169968,-122.2986108,indian,218
The Guilt Trip,"8440 160th Ave NE Redmond, WA 98052",47.6776507,-122.1271133,indian,144
Moti Mahal Indian Cuisine,"1520 Broadway Capitol Hill Seattle, WA 98122",47.6146602,-122.3207683,indian,118
Bengal Tiger Indian Restaurant,"6509 Roosevelt Way NE Roosevelt Seattle, WA 98115",47.6761475,-122.3177437,indian,318
Tandoozy,"442 N 34th St Fremont Seattle, WA 98103",47.6503336,-122.3538074,indian,37
Tandoori Hut,"2616 2nd Ave Belltown Seattle, WA 98121",47.6163701,-122.3491633,indian,167
Roti Indian Cuisine,"530 Queen Anne Ave N Lower Queen Anne Seattle, WA 98109",47.6242344,-122.3563713,indian,265
Mayuri Indian Cuisine,"15400 NE 20th St Ste 6 Bellevue, WA 98007",47.6286478,-122.1342831,indian,308
Royal India,"9714 NE Juanita Dr Kirkland, WA 98034",47.7052269,-122.2122307,indian,123
Taj Palace,"2331 140th Ave NE Bellevue, WA 98005",47.6309898,-122.1541699,indian,188
Chili's South Indian Restaurant,"5002 University Way NE University District Seattle, WA 98105",47.6650617,-122.3128084,indian,46
Naanz Kitchen + Bar,"1256 Republican St South Lake Union Seattle, WA 98109",47.6231295,-122.3315464,indian,35
Moksha,"515 Bellevue Way NE Bellevue, WA 98004",47.6147759,-122.201719,indian,240
Kalia,"8518 Greenwood Ave N Greenwood Seattle, WA 98103",47.6909467,-122.3549928,indian,102
Swagat Palace,"4220 University Way NE University District Seattle, WA 98105",47.658966,-122.3129059,indian,40
India Gate Restaurant,"3080 148th Ave SE Ste 102 Bellevue, WA 98007",47.5810847,-122.1392511,indian,97
Qazi's Indian Curry House,"473 N 36th St Fremont Seattle, WA 98103",47.6515382,-122.352542,indian,214
Copper Pot,"102 Main St Edmonds, WA 98020",47.8121066,-122.3823157,indian,68
Caravan Kebab,"9711 Firdale Ave Edmonds, WA 98020",47.7786745,-122.3627672,indian,110
New Delhi Palace,"14125 NE 20th St Ste A Bellevue, WA 98007",47.6270517,-122.1515552,indian,63
Saffron Spice,"93 Pike St Ste 3 Downtown Seattle, WA 98101",47.608632,-122.3401409,indian,44
Naansense,"South Lake Union Seattle, WA",47.6255703,-122.3343877,indian,14
Chutney's Bistro,"1815 N 45th St Wallingford Seattle, WA 98103",47.660629,-122.3356995,indian,180
Masala of India Cuisine,"507 NE Northgate Way Bldg G Northgate Seattle, WA 98125",47.708068,-122.322602,indian,67
Shalimar,"4214 University Way NE University District Seattle, WA 98105",47.6587544,-122.312989,indian,216
Mayuri Indian Cuisine,"20611 Bothell Everett Hwy Bothell, WA 98012",47.8107196,-122.2068759,indian,138
Pabla Indian Cuisine,"364 Renton Ctr Way SW Ste C60 Renton, WA 98057",47.4788883,-122.2177127,indian,98
Gyros Curry & Kabab,"229-B S 4th Pl Renton, WA 98057",47.4768406,-122.2139405,indian,40
Pabla India Grill,"16860 Southcenter Pkwy Tukwila, WA 98188",47.4524275,-122.2624371,indian,53
Garam Masala,"4537 University Way NE University District Seattle, WA 98105",47.6623509,-122.3135472,indian,175
Curry and Kabab,"24023 104th Ave SE Kent, WA 98031",47.3862592,-122.2022446,indian,75
India Express,"510 Broadway E Capitol Hill Seattle, WA 98102",47.623499,-122.320648,indian,130
Jewel of India,"4735 University Way NE University District Seattle, WA 98105",47.6641325,-122.3134237,indian,194
Best Of India,"16006 International Blvd Seattle, WA 98188",47.4612661,-122.2907774,indian,59
Little India Express,"430 E 25th St Tacoma, WA 98421",47.2395381,-122.428431,indian,51
Royal Palace Bar & Grill,"234 Fairview Ave N South Lake Union Seattle, WA 98109",47.620686,-122.333984,indian,31
Indian Palace,"13330 NE 175th St Woodinville, WA 98072",47.7556472,-122.1613935,indian,49
Cafe India,"19817 44th Ave W Lynnwood, WA 98036",47.8185463,-122.2918229,indian,85
Shamiana Restaurant,"10724 NE 68th St Kirkland, WA 98033",47.6667879,-122.1978313,indian,76
INDIA House,"25410 104th Ave SE Kent, WA 98030",47.3732358,-122.202384,indian,15
Cedars on Broadway,"500 Broadway First Hill Seattle, WA 98122",47.6063236,-122.3204399,indian,36
Turmeric 'n More,"Seattle, WA 98133",47.7393027,-122.3435336,indian,3
Indian Express,"3301 184th St SW Lynnwood, WA 98037",47.8330355,-122.2774059,indian,9
Chutneys,"938 110th Ave NE Bellevue, WA 98004",47.618725,-122.193135,indian,165
Kalia Indian Cuisine,"4520 200th St SW Ste 202 Lynnwood, WA 98036",47.8169798,-122.2941959,indian,81
Kabab House,"13108 NE 70th Pl Kirkland, WA 98033",47.667107,-122.1651276,indian,44
Oh! India - Fine Indian Cuisine,"15600 NE 8th St Ste O-09 Bellevue, WA 98008",47.6180527,-122.1290419,indian,127
Gateway To India,"2603 6th Ave Tacoma, WA 98406",47.255651,-122.470559,indian,178
Chaat House,"14725 NE 20th St Bellevue, WA 98007",47.6275193,-122.1436426,indian,79
Spice On Curve,"819 Virginia St Unit 2601 Denny Triangle Seattle, WA 98101",47.6084921,-122.336407,indian,5
Mehak Indian Cuisine,"12327 Roosevelt Way NE Pinehurst Seattle, WA 98125",47.7185886,-122.3185682,indian,69
Chaat N Roll,"15117 NE 24th St Redmond, WA 98052",47.6314675,-122.1394939,indian,129
Spice Route,"2241 148th Ave NE Bellevue, WA 98007",47.6305347,-122.1431292,indian,171
Maharaja,"105 1st Ave S Pioneer Square Seattle, WA 98104",47.6015953,-122.3344915,indian,97
Pabla Punjabi Cuisine,"999 3rd Ave Ste 9 Downtown Seattle, WA 98104",47.6049806,-122.3339311,indian,35
Udupi Cafe,"14625 NE 24th St Bellevue, WA 98007",47.6309719,-122.1452395,indian,105
Bombay Grill,"4737 Roosevelt Way NE University District Seattle, WA 98105",47.6642503,-122.3177228,indian,169
Tandoor,"5024 University Way NE University District Seattle, WA 98105",47.6656462,-122.3127099,indian,88
Curry Bistro,"1907 A Hewitt Ave Everett, WA 98201",47.9795271,-122.2038975,indian,100
Anjappar Chettinad Indian Restaurant,"14625 NE 24th St Bellevue, WA 98007",47.6309719,-122.1452395,indian,131
Ravi Sweets & Snacks,"23609 104th Ave SE Ste 102 Kent, WA 98031",47.390391,-122.202923,indian,6
Taj Chaat and Sweets,"2331 140th Ave NE Bellevue, WA 98005",47.6309898,-122.1541699,indian,8
India Mahal Restaurant,"1905 Bridgeport Way W Ste 110 Tacoma, WA 98466",47.2423628,-122.536285,indian,44
Masala Express,"3000 184th St SW Lynnwood, WA 98037",47.8299542,-122.2725709,indian,19
Golden Indian Curry House,"20938 108th Ave SE Kent, WA 98031",47.4142734,-122.1970166,indian,45
Cafe Zum Zum,"823 3rd Ave Ste 104 Downtown Seattle, WA 98104",47.6045618,-122.3333628,indian,124
Apna Bazar,"20710 Bothell Everett Hwy Ste 111 Bothell, WA 98012",47.8099127,-122.2089422,indian,6
Moghul Express,"701 5th Ave Ste 111 Downtown Seattle, WA 98104",47.6048152,-122.3305676,indian,17
Benson Pizza,"23623 104th Ave SE Kent, WA 98031",47.389568,-122.2030882,indian,95
International Food Corner,"1424 156th Ave NE Bellevue, WA 98007",47.6225872,-122.1323239,indian,33
Punjab Sweets,"23617 104th Ave SE Ste C Kent, WA 98031",47.3899919,-122.203119,indian,98
Ruchi Indian Restaurant,"1360 156th Ave NE Bellevue, WA 98007",47.6223383,-122.1320647,indian,48
Pabla Punjabi Palace,"15245 International Blvd Ste 205 SeaTac, WA 98188",47.4657484,-122.289705,indian,19
Can-Am Pizza,"32510 Pacific Hwy S Federal Way, WA 98003",47.3102882,-122.3128068,indian,12
Kabab Palace,"15230 NE 24th St Ste A Redmond, WA 98052",47.6320168,-122.1362545,indian,60
Korea House,"20615 Bothell Everett Hwy Bothell, WA 98012",47.8114399,-122.2057381,korean,77
Stone Korean Restaurant,"16857 Redmond Way Redmond, WA 98052",47.6718198,-122.1146671,korean,299
Jang Soo Tofu Restaurant,"18230 E Valley Hwy Ste 166 Kent, WA 98032",47.438759,-122.2202549,korean,182
Umma's Lunch Box,"1301 5th Ave Concourse Downtown Seattle, WA 98101",47.6084921,-122.336407,korean,134
Tofully,"502 S King St International District Seattle, WA 98104",47.5983647,-122.3275262,korean,54
GoldinBlack,"621 Queen Anne Ave N Lower Queen Anne Seattle, WA 98109",47.6252493,-122.3570141,korean,85
Chili & Sesame Korean Kitchen,"2421 2nd Ave Belltown Seattle, WA 98121",47.6152477,-122.3477275,korean,102
Kimchi House,"5809 24th Ave NW Ballard Seattle, WA 98107",47.6714319,-122.3878628,korean,100
Chan Seattle,"86 Pine St Downtown Seattle, WA 98101",47.6098148,-122.3412815,korean,219
Korean Tofu House,"4142 Brooklyn Ave NE University District Seattle, WA 98105",47.6581336,-122.3140377,korean,405
Hosoonyi Korean Restaurant,"23830 Hwy 99 Ste 114 Edmonds, WA 98026",47.7830909,-122.3445963,korean,287
Bibimbap,"95 Marion St Downtown Seattle, WA 98104",47.6037825,-122.335753,korean,49
Kimchi Bistro,"219 Broadway E Capitol Hill Seattle, WA 98102",47.6205787,-122.3213137,korean,377
Itadakimasu,"4743 Brooklyn Ave NE University District Seattle, WA 98105",47.664347,-122.314511,korean,209
Sunrice,"3513 NE 45th St Laurelhurst Seattle, WA 98105",47.6608069,-122.2895336,korean,45
Roaring Bowl,"516 1st Ave N Lower Queen Anne Seattle, WA 98109",47.6238216,-122.3552372,korean,95
Revel,"403 N 36th St Fremont Seattle, WA 98103",47.6519644,-122.3540569,korean,804
Seoul Tofu House,"516 6th Ave S International District Seattle, WA 98104",47.5977981,-122.3263485,korean,53
BlueStone,"1631 E Olive Way Capitol Hill Seattle, WA 98102",47.6193598,-122.3244192,korean,62
Seoul Garden,"304 105th Ave NE Bellevue, WA 98004",47.6128107,-122.1996875,korean,86
Kalbi Grill Express,"8202 Greenwood Ave N Phinney Ridge Seattle, WA 98103",47.6885743,-122.3550228,korean,67
Marination Ma Kai,"1660 Harbor Ave SW Seattle, WA 98126",47.5893899,-122.3806667,korean,329
Seoul Hot Pot,"2560 152nd Ave NE Redmond, WA 98052",47.6330483,-122.1371508,korean,248
Haenam Kalbi & Calamari,"15001 Aurora Ave N Shoreline, WA 98133",47.7379128,-122.3456462,korean,100
Green House Korean Restaurant,"4106 Brooklyn Ave NE University District Seattle, WA 98105",47.657144,-122.314045,korean,101
Myung-dong Soft Tofu House,"19505 44th Ave W Lynnwood, WA 98036",47.8220327,-122.2919675,korean,43
Red Lantern,"520 S Jackson St International District Seattle, WA 98104",47.5994166,-122.3266258,korean,330
Oma Bap,"1223 E Cherry St Unit C121A Central District Seattle, WA 98122",47.6080321,-122.3164869,korean,45
Marination Station,"1412 Harvard Ave First Hill Seattle, WA 98122",47.6139976,-122.3215247,korean,422
Sam Oh Jung,"17425 Hwy 99 Lynnwood, WA 98036",47.8404645,-122.2977276,korean,137
Trove,"500 E Pike St Capitol Hill Seattle, WA 98122",47.614329,-122.325194,korean,172
Joule,"3506 Stone Way N Wallingford Seattle, WA 98103",47.649592,-122.342244,korean,399
Traditional Korean Beef Soup,"22929 Hwy 99 Edmonds, WA 98026",47.7911599,-122.3378098,korean,58
So Moon Nan Jib,"33324 Pacific Hwy S Ste 203 Federal Way, WA 98003",47.3028864,-122.3132772,korean,71
Cafe Belltown,"2219 2nd Ave Belltown Seattle, WA 98121",47.613514,-122.3452096,korean,33
Shilla Korean BBQ,"517 S Weller St International District Seattle, WA 98104",47.5973874,-122.3269215,korean,116
Todamgol,"1120 164th St SW Lynnwood, WA 98087",47.8489507,-122.2486402,korean,61
Old Village Korean Restaurant,"15200 Aurora Ave N Ste D Shoreline, WA 98133",47.7391935,-122.3447902,korean,266
Original Sul Lung Tang,"19400 36th Ave W Lynnwood, WA 98036",47.8230817,-122.2818476,korean,159
Deli Seoul,"2445 4th Ave. S #114 Industrial District Seattle, WA 98134",47.5803838,-122.3297116,korean,15
Sahm Gook Jih Palace,"21619 Hwy 99 Ste J Lynnwood, WA 98036",47.8026589,-122.3284361,korean,59
Jong Ga,"2801 Bickford Ave Snohomish, WA 98290",47.9441137,-122.1053332,korean,27
Seoul Tofu House,"4538 University Way NE University District Seattle, WA 98105",47.662453,-122.312685,korean,29
Ku Sushi and Izakaya,"5210 University Way NE University District Seattle, WA 98105",47.6665287,-122.3130449,korean,47
Shilla Restaurant,"2300 8th Ave Denny Triangle Seattle, WA 98121",47.6152474,-122.3497446,korean,271
The Grill King Korean Cuisine and BBQ,"15740 Aurora Ave N Shoreline, WA 98133",47.7446184,-122.3449233,korean,107
Red Bowls,"812 3rd Ave Downtown Seattle, WA 98104",47.604627,-122.3330838,korean,117
Southgate Garden,"3703 150th Ave SE Bellevue, WA 98006",47.5767439,-122.1408116,korean,133
Teriyaki 1st,"5201 University Way NE Ste B University District Seattle, WA 98105",47.6667264,-122.3135305,korean,160
Traditional Korean Beef Soup,"31248 Pacific Hwy S Ste E Federal Way, WA 98003",47.3211071,-122.3127641,korean,68
Pippy's Cafe,"3007 Beacon Ave S Beacon Hill Seattle, WA 98144",47.5766865,-122.3101399,korean,14
Lee Ga Tofu House Grill,"3411 184th St SW Ste 160 Lynnwood, WA 98037",47.8322892,-122.2792921,korean,60
Cho Dang Tofu Restaurant,"17424 Hwy 99 Ste 107 Lynnwood, WA 98037",47.8409672,-122.2997353,korean,49
Babsarang,"Boo Han Market 22618 Hwy 99, Ste 115 Edmonds, WA 98026",47.8369467,-122.3390639,korean,10
BCD Tofu House,"1414 NE 42nd St Ste 103A University District Seattle, WA 98105",47.6584286,-122.3123432,korean,34
Youngwol Noodle,"31260 Pacific Hwy S Federal Way, WA 98003",47.3207286,-122.3127434,korean,23
Sura Korean Barbeque & Traditional Food,"19226 Hwy 99 Lynnwood, WA 98036",47.823989,-122.3132332,korean,70
Seoul Yang Pyung Restaurant,"18623 Hwy 99 Ste 130 Lynnwood, WA 98037",47.8300735,-122.3058622,korean,29
Cho Dang Tofu Restaurant,"31829 Gateway Center Blvd S Federal Way, WA 98003",47.3169968,-122.2986108,korean,95
Hotel Albatross,"2319 NW Market St Ballard Seattle, WA 98107",47.6684728,-122.3872311,korean,33
Blue Ginger Korean Grill & Sushi,"14045 NE 20th  St Bellevue, WA 98007",47.6275654,-122.1524716,korean,201
Le Chatel Bakery & Cafe,"1301 5th Ave Downtown Seattle, WA 98101",47.6088409,-122.3344108,korean,9
SanMaRu Grill,"20109 Aurora Ave N Ste 102 Shoreline, WA 98133",47.7753521,-122.3466616,korean,60
Gilson Korean Restaurant,"22716 Highway 99 Edmonds, WA 98026",47.7929041,-122.3371936,korean,34
Kum Kang San BBQ Grill Buffet,"31656 Pacific Hwy S Federal Way, WA 98003",47.3171996,-122.312333,korean,209
Garden Korean Cuisine,"1636 S 312th St Federal Way, WA 98003",47.3225923,-122.3115349,korean,38
Palace Korean Bar & Grill,"15932 NE 8th St Bellevue, WA 98008",47.617341,-122.127347,korean,372
Market Galbee,"1505 Pike Pl Downtown Seattle, WA 98101",47.6086968,-122.3405659,korean,33
Ka Won Korean Restaurant,"15004 Hwy 99 Ste A Lynnwood, WA 98087",47.862274,-122.284841,korean,136
BCD Tofu House,"22511 Hwy 99 Edmonds, WA 98026",47.7946383,-122.3338434,korean,142
Asiana Bistro Teriyaki,"17875 Redmond Way Ste 150 Redmond, WA 98052",47.6672901,-122.102741,korean,61
New Seoul Restaurant,"14007 Hwy 99 Lynnwood, WA 98087",47.8709554,-122.2744934,korean,17
Secret Garden Restaurant,"21025 Hwy 99 Lynnwood, WA 98036",47.8079392,-122.3251995,korean,99
Seoul Restaurant,"33310 Pacific Hwy S Ste 405 Federal Way, WA 98003",47.3030018,-122.3132782,korean,12
Nara Chinese Restaurant,"15033 Aurora Ave N Shoreline, WA 98133",47.738364,-122.3461811,korean,46
BBQ Chicken,"4525 University Way NE University District Seattle, WA 98105",47.6620553,-122.3135892,korean,135
Fish Island,"33120 Pacific Hwy S Ste 4 Federal Way, WA 98003",47.3047766,-122.3128053,korean,24
B Bop Fusion Rice Bar,"18623 Hwy 99 Ste 140 Lynnwood, WA 98037",47.8300735,-122.3058622,korean,25
Seoul Kitchen,"401 Pine St Downtown Seattle, WA 98101",47.6118256,-122.3369905,korean,18
Palace Korean Bar & Grill,"31525 20th Ave S Federal Way, WA 98003",47.3189958,-122.308632,korean,238
Peking Wok,"12816 SE 38th St Ste K Bellevue, WA 98006",47.576405,-122.1686828,korean,85
Bogul Bogul Cafe,"33320 Pacific Hwy S Federal Way, WA 98003",47.3024744,-122.3127799,korean,26
Kraken Congee,"88 Yesler Way Pioneer Square Seattle, WA 98104",47.6018837,-122.3350401,korean,37
Bento World,"306 Lenora St Belltown Seattle, WA 98121",47.6133994,-122.3419557,korean,41
Girin,"501 Stadium Pl S SoDo Seattle, WA 98104",47.5980231,-122.3318331,korean,25
Kokiri Korean Restaurant,"32703 Pacific Hwy S Federal Way, WA 98003",47.3086875,-122.3138593,korean,121
Dae Young Palace,"33324 Pacific Hwy S Federal Way, WA 98003",47.3028864,-122.3132772,korean,23
Shin Sung Restaurant,"1805 S 316th St Federal Way, WA 98003",47.3184736,-122.3106063,korean,124
Yummy Teriyaki,"17218 Redmond Way Redmond, WA 98052",47.6726032,-122.1097548,korean,184
Chung-Sol Restaurant,"14920 Hwy 99 Ste 100 Lynnwood, WA 98037",47.8625773,-122.2842289,korean,14
Bento Factory,"3201 Rucker Ave Everett, WA 98201",47.97495,-122.210852,korean,78
Asia Ginger Teriyaki & Roll,"4119 4th Ave S Industrial District Seattle, WA 98134",47.5666232,-122.3300773,korean,37
Malri Hyang,"31217 Pacific Hwy S Federal Way, WA 98003",47.3220961,-122.3151319,korean,23
2 Go Express,"6100 Evergreen Way Ste A Everett, WA 98203",47.9425042,-122.217811,korean,5
Toi Taco,"2134 Westlake Ave Denny Triangle Seattle, WA 98121",47.6152474,-122.3497446,korean,54
Arbor Deli,"2505 2nd Ave Belltown Seattle, WA 98121",47.6153258,-122.3484673,korean,21
Bulgogi Korean BBQ,"15600 NE 8th St Bellevue, WA 98008",47.6187677,-122.1311564,korean,31
BBQ Arirang,"18623 Hwy 99 S Ste 150 Lynnwood, WA 98037",47.8300735,-122.3058622,korean,112
Cockatoo's Chicken Restaurant,"33130 Pacific Hwy S Federal Way, WA 98003",47.3043756,-122.3125889,korean,35
Teriyaki Madness,"10600 NE 68th St Ste B Kirkland, WA 98033",47.6670346,-122.1983155,korean,88
Hue Ky Mi Gia,"1207 S Jackson St Ste 101 International District Seattle, WA 98144",47.5988709,-122.3163755,chinese,317
Beijing O'Chef,"206 Main St Kirkland, WA 98033",47.6765678,-122.2046824,chinese,95
Zhu Dang,"1715 E Olive Way Capitol Hill Seattle, WA 98102",47.619553,-122.322829,chinese,158
Black Bamboo,"2236 3rd Ave Belltown Seattle, WA 98121",47.6147582,-122.3445015,chinese,96
Eastern Pearl,"7844 Leary Way NE Redmond, WA 98052",47.6735263,-122.122818,chinese,199
Beijing Chinese Cuisine,"14409 Greenwood Ave N Broadview Seattle, WA 98133",47.7334908,-122.3562115,chinese,24
Yea's Wok,"6969 Coal Creek Pkwy SE Newcastle, WA 98059",47.5382119,-122.1668063,chinese,358
Chef Liao Asian Fusion Cuisine,"6012 Phinney Ave N Phinney Ridge Seattle, WA 98103",47.6729301,-122.3540749,chinese,194
Facing East,"1075 Bellevue Way NE Ste B-2 Bellevue, WA 98004",47.6197899,-122.2027617,chinese,1084
Szechuan First Restaurant,"18124 E Valley Hwy Kent, WA 98032",47.4405744,-122.2204257,chinese,219
Sichuanese Cuisine,"1048 S Jackson St International District Seattle, WA 98104",47.5992121,-122.3278251,chinese,401
Mandarin Chef,"5022 University Way NE University District Seattle, WA 98105",47.6655566,-122.3127325,chinese,152
Lee's Asian Restaurant,"4510 California Ave SW Junction Seattle, WA 98116",47.5624499,-122.3865595,chinese,167
Harbor City Restaurant,"707 S King St International District Seattle, WA 98104",47.5980922,-122.3233743,chinese,713
Din Tai Fung,"2621 NE 46th St University District Seattle, WA 98105",47.6616645,-122.2996744,chinese,586
Lucky Chinese Restaurant,"5807 4th Ave S Georgetown Seattle, WA 98108",47.5508098,-122.329949,chinese,50
Tsue Chong Co,"800 S Weller St International District Seattle, WA 98104",47.59769,-122.3221892,chinese,46
Red Lantern,"520 S Jackson St International District Seattle, WA 98104",47.5994166,-122.3266258,chinese,330
Magic Dragon,"1827 15th Ave W Interbay Seattle, WA 98119",47.6354535,-122.3770948,chinese,74
Szechuan Chef Chinese Restaurant,"15015 Main St Ste 107 Bellevue, WA 98007",47.6082629,-122.1415084,chinese,362
Dumpling Generation,"23830 Hwy 99 Ste 115 Edmonds, WA 98026",47.7830909,-122.3445963,chinese,90
Fortune Noodle House,"4004 NE 4th St Ste 102 Renton, WA 98056",47.4889562,-122.1654796,chinese,104
Twins Garden Asian Restaurant,"10007 Aurora Ave N Greenwood Seattle, WA 98133",47.7017461,-122.344978,chinese,201
